MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
T2107171987_metabat2_bins_bin.31	99.9	0.08	41	20	1	1	1	Neural Network (Specific Model)	11	0.893	195586	274.6143724696356	909610	0.48	988	8	271458		HSMG_12
T2107171991_metabat2_bins_bin.34	95.67	4.93	59	20	0	1	1	Gradient Boost (General Model)	11	0.905	81150	337.69114470842334	7240448	0.61	6482	178	346786		HSMG_12
T2108173865_concoct_bins_bin.42	99.69	4.46	31	17	0	0	1	Neural Network (Specific Model)	11	0.837	27785	284.3808333333333	2440952	0.32	2400	186	106258		HSMG_12
T2108173883_maxbin2_bins_bin.29	99.99	3.47	44	19	0	0	3	Neural Network (Specific Model)	11	0.88	78565	309.76348993288593	3929883	0.38	3725	259	175917		HSMG_12
T2108173892_metabat2_bins_bin.20	93.46	1.43	45	18	0	0	0	Gradient Boost (General Model)	11	0.926	18567	293.2128862094951	2513430	0.68	2654	211	85624		HSMG_12
T2108173908_concoct_bins_bin.66	100.0	0.0	35	20	1	0	0	Gradient Boost (General Model)	11	0.857	39946	304.41673570836787	1283128	0.38	1207	59	86695		HSMG_12
T2108173918_metabat2_bins_bin.48	95.87	0.29	33	18	0	0	1	Gradient Boost (General Model)	11	0.934	80462	303.1450495049505	1963095	0.55	2020	29	221760		HSMG_12
T2108173920_maxbin2_bins_bin.57	96.08	3.84	53	19	0	0	2	Neural Network (Specific Model)	11	0.877	66002	310.8614744351962	1784448	0.39	1682	128	471588		HSMG_12
T2108173944_maxbin2_bins_bin.19	98.4	1.77	48	19	0	4	4	Gradient Boost (General Model)	11	0.924	263387	334.4776093989443	6367824	0.7	5873	198	407604		HSMG_12
T2108173959_metabat2_bins_bin.15	99.2	0.0	35	20	0	0	0	Gradient Boost (General Model)	11	0.86	172811	309.5255411255411	1244897	0.38	1155	12	487438		HSMG_12
T2108173996_concoct_bins_bin.75	99.99	1.05	46	20	1	1	1	Neural Network (Specific Model)	11	0.893	940339	280.6442463533225	1161005	0.47	1234	12	940339		HSMG_12
T2108174020_concoct_bins_bin.107	100.0	4.03	106	20	4	3	5	Gradient Boost (General Model)	11	0.791	22302	250.51390319258496	3683121	0.31	3884	409	166647		HSMG_12
T2108174047_metabat2_bins_bin.78	91.26	0.76	49	20	0	0	0	Neural Network (Specific Model)	11	0.901	98873	302.25864755375505	3224469	0.67	3209	63	238005		HSMG_12
T2108174071_metabat2_bins_bin.27	92.04	0.27	64	19	0	0	2	Neural Network (Specific Model)	11	0.901	218803	336.0100543478261	4114063	0.67	3680	34	471273		HSMG_12
T2108174076_maxbin2_bins_bin.19	95.1	4.25	35	17	0	0	4	Neural Network (Specific Model)	11	0.832	26742	285.53849425776264	2415665	0.32	2351	237	155693		HSMG_12
R_T2109198919_maxbin2_bins_bin.9	100.0	4.49	62	20	3	5	5	Neural Network (Specific Model)	11	0.878	194826	303.8381981981982	5754803	0.55	5550	203	492133		HSMG_12
T2108173886_concoct_bins_bin.121	91.54	1.67	41	19	1	0	0	Gradient Boost (General Model)	11	0.906	10099	284.6933287950987	2764134	0.7	2938	378	52482		HSMG_12
T2108173886_concoct_bins_bin.153	94.31	0.76	69	20	1	1	1	Gradient Boost (General Model)	11	0.88	15312	305.3915857605178	5138494	0.47	4944	493	73497		HSMG_12
T2108173895_maxbin2_bins_bin.11	100.0	3.73	45	20	1	1	2	Gradient Boost (General Model)	11	0.889	173081	312.42043284532144	3305282	0.47	3142	211	417617		HSMG_12
T2108173909_concoct_bins_bin.132	98.22	0.01	36	20	0	0	0	Gradient Boost (General Model)	11	0.865	46907	310.37425910245554	1268781	0.38	1181	52	117024		HSMG_12
T2108173929_concoct_bins_bin.102	92.13	3.85	29	17	0	0	1	Gradient Boost (General Model)	11	0.894	6818	278.8821178821179	1870895	0.47	2002	384	30057		HSMG_12
T2108173948_concoct_bins_bin.79	93.98	1.29	39	16	0	0	0	Gradient Boost (General Model)	11	0.932	9150	299.20481310803893	5633238	0.7	5859	823	43452		HSMG_12
T2108174062_metabat2_bins_bin.90	97.75	0.09	50	19	0	0	6	Neural Network (Specific Model)	11	0.839	15782	256.32974770193624	4680613	0.35	5113	454	85594		HSMG_12
T2108174068_metabat2_bins_bin.11	100.0	0.0	35	20	0	0	0	Gradient Boost (General Model)	11	0.861	56999	307.8589634664401	1259209	0.38	1177	33	215682		HSMG_12
T2108174069_concoct_bins_bin.20	90.62	3.02	35	19	0	0	3	Gradient Boost (General Model)	11	0.868	2980	274.7383177570093	2029264	0.56	2140	791	16110		HSMG_12
R_T2109198922_metabat2_bins_bin.2	94.38	0.16	19	11	0	0	2	Neural Network (Specific Model)	11	0.861	137750	294.43940795559666	2215660	0.33	2162	37	425823		HSMG_12
R_T2109198935_metabat2_bins_bin.2	97.03	0.07	60	19	0	0	0	Neural Network (Specific Model)	11	0.878	79595	306.7478361223312	3627314	0.39	3466	73	272772		HSMG_12
R_T2109199087_concoct_bins_bin.6	99.95	2.28	49	19	3	3	4	Neural Network (Specific Model)	11	0.835	76367	316.031746031746	2071140	0.4	1827	53	165861		HSMG_12
R_T2109199198_maxbin2_bins_bin.18	91.48	2.78	54	19	0	0	3	Neural Network (Specific Model)	11	0.891	29413	319.036442516269	4945721	0.63	4610	311	176767		HSMG_12
T2107171961_maxbin2_bins_bin.9	99.99	3.73	33	15	1	2	5	Neural Network (Specific Model)	11	0.825	28197	281.1282448663309	2633041	0.32	2581	212	110326		HSMG_12
T2107171967_metabat2_bins_bin.6	92.24	1.65	42	18	0	0	0	Gradient Boost (General Model)	11	0.885	42349	296.1113709441684	3427989	0.65	3421	158	149680		HSMG_12
T2107171990_metabat2_bins_bin.7	90.12	2.61	41	17	0	0	1	Gradient Boost (General Model)	11	0.902	7237	269.9964589235128	2530154	0.71	2824	454	51713		HSMG_12
T2108173887_metabat2_bins_bin.133	91.37	2.83	48	19	0	0	2	Gradient Boost (General Model)	11	0.907	129777	343.4559136515658	7461838	0.6	6578	111	353331		HSMG_12
T2108173946_metabat2_bins_bin.24	92.31	0.19	53	20	0	0	3	Gradient Boost (General Model)	11	0.919	119981	373.0825845918562	6360383	0.68	5231	95	482476		HSMG_12
T2108173947_maxbin2_bins_bin.25	98.13	4.34	59	20	1	0	1	Gradient Boost (General Model)	11	0.727	3752	233.86352879305807	3660848	0.28	3803	1380	28466		HSMG_12
T2108173948_metabat2_bins_bin.25	94.6	0.1	41	19	1	0	1	Gradient Boost (General Model)	11	0.906	112515	309.4645772118837	3130893	0.69	3063	50	273250		HSMG_12
T2108173957_concoct_bins_bin.14	96.37	4.09	53	19	0	0	1	Neural Network (Specific Model)	11	0.865	19663	276.56416772554	2263009	0.49	2361	212	90500		HSMG_12
T2108173980_maxbin2_bins_bin.115	93.81	3.84	46	20	0	0	3	Neural Network (Specific Model)	11	0.895	69093	345.1398779247202	2271353	0.53	1966	102	285000		HSMG_12
T2108173989_maxbin2_bins_bin.7	99.98	4.28	122	20	0	2	4	Neural Network (Specific Model)	11	0.826	39081	272.1359597156398	3329670	0.34	3376	306	497482		HSMG_12
T2108173992_concoct_bins_bin.101	93.78	3.63	54	20	0	0	1	Neural Network (Specific Model)	11	0.875	16389	326.26970954356847	2153324	0.56	1928	207	74030		HSMG_12
T2108174021_metabat2_bins_bin.27	99.12	3.11	35	17	0	0	0	Gradient Boost (General Model)	11	0.903	9960	291.7448538754765	3807461	0.69	3935	536	41083		HSMG_12
T2108174039_concoct_bins_bin.27	94.94	3.33	11	8	0	0	0	Gradient Boost (General Model)	11	0.896	3902	251.6569162121964	1694120	0.31	2017	537	18466		HSMG_12
T2108174048_metabat2_bins_bin.107	93.82	4.9	43	18	0	0	2	Neural Network (Specific Model)	11	0.889	10149	294.57799043062204	3109590	0.7	3135	447	54544		HSMG_12
T2108174073_metabat2_bins_bin.14	94.06	1.96	18	10	0	0	3	Neural Network (Specific Model)	11	0.84	19440	284.4538021259199	2480360	0.32	2446	209	110816		HSMG_12
T2108174089_concoct_bins_bin.83	99.95	4.12	47	20	1	1	1	Neural Network (Specific Model)	11	0.915	417324	341.18976071229827	2006374	0.57	1797	57	894478		HSMG_12
T2107171953_maxbin2_bins_bin.15	100.0	4.22	39	20	0	0	0	Gradient Boost (General Model)	11	0.823	76638	275.1701877934272	1703893	0.38	1704	200	433902		HSMG_12
T2107171959_concoct_bins_bin.92	92.74	4.15	27	17	0	0	0	Gradient Boost (General Model)	11	0.909	2834	235.25819785064755	2809856	0.69	3629	1142	21767		HSMG_12
T2107171978_maxbin2_bins_bin.82	90.92	3.37	36	18	0	0	0	Gradient Boost (General Model)	11	0.909	5769	292.63456284153006	1412446	0.49	1464	343	36393		HSMG_12
T2108173871_concoct_bins_bin.76	97.03	3.82	79	20	3	1	2	Gradient Boost (General Model)	11	0.888	35443	298.7681409813407	2913600	0.55	2894	226	121632		HSMG_12
T2108173881_concoct_bins_bin.37	92.78	4.4	43	16	0	0	0	Gradient Boost (General Model)	11	0.888	4444	263.9329253365973	3633997	0.47	4085	996	20741		HSMG_12
T2108173892_concoct_bins_bin.43	92.14	2.74	35	20	0	0	0	Gradient Boost (General Model)	11	0.912	7940	280.6018987341772	2910361	0.69	3160	479	48322		HSMG_12
T2108173893_concoct_bins_bin.50	91.61	2.28	42	20	1	0	1	Neural Network (Specific Model)	11	0.921	11253	296.05882352941177	2028453	0.57	2108	270	44960		HSMG_12
T2108173914_concoct_bins_bin.27	100.0	0.95	71	19	0	0	6	Neural Network (Specific Model)	11	0.86	21712	290.70799676898224	5010131	0.55	4952	362	71754		HSMG_12
T2108173945_maxbin2_bins_bin.14	99.06	4.93	54	20	2	6	2	Gradient Boost (General Model)	11	0.871	100066	292.9019833285427	3502683	0.58	3479	371	246785		HSMG_12
T2108174039_concoct_bins_bin.26	92.7	4.47	31	17	0	0	3	Neural Network (Specific Model)	11	0.865	3418	254.40734055355	2927814	0.44	3324	1029	33737		HSMG_12
T2108174044_maxbin2_bins_bin.27	99.72	3.98	53	19	1	0	4	Neural Network (Specific Model)	11	0.866	120529	343.3617584745763	2243127	0.43	1888	123	369448		HSMG_12
T2108174081_metabat2_bins_bin.36	92.35	0.11	6	3	0	0	0	Gradient Boost (General Model)	11	0.899	18945	301.83057228915663	1335423	0.39	1328	106	60911		HSMG_12
T2108174091_metabat2_bins_bin.5	95.99	0.0	34	19	0	0	0	Gradient Boost (General Model)	11	0.864	108389	308.451418744626	1242133	0.38	1163	18	239665		HSMG_12
T2107172014_maxbin2_bins_bin.46	94.09	0.88	44	18	0	0	3	Neural Network (Specific Model)	11	0.914	46259	309.2161741835148	1301501	0.52	1286	64	137388		HSMG_12
T2108173874_metabat2_bins_bin.77	94.4	2.55	56	20	0	0	3	Gradient Boost (General Model)	11	0.901	136507	346.1584547389098	7026342	0.65	6109	101	297259		HSMG_12
T2108173887_metabat2_bins_bin.169	98.25	4.66	47	19	0	0	1	Gradient Boost (General Model)	11	0.917	107227	320.3370336108541	3391883	0.65	3243	53	242500		HSMG_12
T2108173887_metabat2_bins_bin.78	91.17	1.2	57	20	0	0	0	Gradient Boost (General Model)	11	0.902	18728	299.8123439981847	4386147	0.64	4407	369	124431		HSMG_12
T2108173954_concoct_bins_bin.64	94.21	4.39	47	18	0	0	1	Neural Network (Specific Model)	11	0.868	9983	296.5704669751788	2430464	0.63	2377	364	63007		HSMG_12
T2108173962_maxbin2_bins_bin.6	99.26	3.47	57	20	1	1	1	Neural Network (Specific Model)	11	0.869	32994	308.2776713902719	2773460	0.7	2611	367	194458		HSMG_12
T2108173964_maxbin2_bins_bin.15	93.59	4.16	31	18	0	0	2	Neural Network (Specific Model)	11	0.857	46850	302.8994548758328	1745674	0.31	1651	154	150369		HSMG_12
T2108174002_maxbin2_bins_bin.12	100.0	4.54	73	19	0	0	4	Neural Network (Specific Model)	11	0.861	50600	296.213329764454	3848156	0.32	3736	333	232489		HSMG_12
T2108174069_maxbin2_bins_bin.90	90.14	2.84	38	18	0	0	0	Gradient Boost (General Model)	11	0.901	4854	263.0985481742191	1988416	0.61	2273	581	23507		HSMG_12
R_T2109199087_concoct_bins_bin.14	99.49	3.67	24	13	0	0	5	Neural Network (Specific Model)	11	0.848	27504	270.9469087172461	5589622	0.35	5839	355	92304		HSMG_12
T2108173882_concoct_bins_bin.17	100.0	2.83	54	20	1	3	3	Neural Network (Specific Model)	11	0.91	321052	314.5721664275466	3609045	0.64	3485	37	834649		HSMG_12
T2108173909_metabat2_bins_bin.33	97.68	0.08	35	19	1	1	1	Neural Network (Specific Model)	11	0.892	106706	275.3240843507214	832234	0.48	901	11	248751		HSMG_12
T2108173942_concoct_bins_bin.20	99.36	3.06	37	19	0	0	2	Neural Network (Specific Model)	11	0.852	5127	260.1891058581706	2670483	0.44	2919	703	22828		HSMG_12
T2108173944_metabat2_bins_bin.69	92.96	2.23	52	20	0	0	2	Gradient Boost (General Model)	11	0.92	195285	339.01560582149745	6286404	0.56	5703	62	452932		HSMG_12
T2108174029_concoct_bins_bin.74	98.5	2.58	57	20	0	0	1	Gradient Boost (General Model)	11	0.921	47423	313.32491741387446	4314888	0.58	4238	258	166590		HSMG_12
T2108174064_concoct_bins_bin.111	99.97	3.24	61	20	2	1	3	Neural Network (Specific Model)	11	0.888	112539	300.27887462981244	2051665	0.52	2026	44	389545		HSMG_12
T2108174087_concoct_bins_bin.30	99.75	0.24	45	20	1	1	1	Neural Network (Specific Model)	11	0.893	273031	276.2950990615224	887695	0.48	959	11	336837		HSMG_12
T2107171960_concoct_bins_bin.71	92.29	2.77	20	13	0	0	0	Gradient Boost (General Model)	11	0.906	2363	229.52058111380143	2505590	0.69	3304	1154	22927		HSMG_12
T2107171984_concoct_bins_bin.79	94.03	3.69	25	11	0	0	3	Neural Network (Specific Model)	11	0.91	14344	273.643220731143	1944404	0.42	2161	257	45834		HSMG_12
T2107171988_concoct_bins_bin.4	98.93	3.73	34	19	0	0	1	Neural Network (Specific Model)	11	0.903	18076	303.30371621621623	2978993	0.37	2960	292	117789		HSMG_12
T2107172004_concoct_bins_bin.71	96.25	1.97	44	20	0	0	1	Gradient Boost (General Model)	11	0.868	3587	243.76186131386865	1841801	0.63	2192	619	25937		HSMG_12
T2107172016_maxbin2_bins_bin.36	92.04	1.51	41	19	0	0	1	Neural Network (Specific Model)	11	0.892	20617	334.1795580110497	2437040	0.71	2172	187	80482		HSMG_12
T2108173873_concoct_bins_bin.149	94.91	3.11	57	20	0	0	2	Gradient Boost (General Model)	11	0.901	99071	345.9696922110553	7320044	0.65	6368	118	327253		HSMG_12
T2108173906_metabat2_bins_bin.19	94.58	0.34	31	19	0	0	0	Gradient Boost (General Model)	11	0.872	44044	309.9982062780269	1186529	0.38	1115	42	121384		HSMG_12
T2108173928_metabat2_bins_bin.14	94.54	0.01	35	20	0	0	0	Gradient Boost (General Model)	11	0.863	61762	306.4022491349481	1227943	0.38	1156	36	146880		HSMG_12
T2108173931_maxbin2_bins_bin.35	98.39	4.83	48	20	0	0	0	Gradient Boost (General Model)	11	0.882	251877	328.34899683210136	2111108	0.49	1894	103	426826		HSMG_12
T2108173946_concoct_bins_bin.26	93.9	0.17	54	20	0	0	3	Gradient Boost (General Model)	11	0.918	113629	372.1837576192184	6771644	0.68	5578	102	482476		HSMG_12
T2108173946_concoct_bins_bin.77	100.0	1.76	50	20	1	0	1	Gradient Boost (General Model)	11	0.913	164933	348.02906155398585	5657334	0.7	4955	63	575448		HSMG_12
T2108173946_maxbin2_bins_bin.22	93.77	1.33	59	20	1	3	1	Gradient Boost (General Model)	11	0.854	27616	310.814907275321	6110138	0.54	5608	531	146718		HSMG_12
T2108173968_concoct_bins_bin.127	92.1	3.61	39	19	0	0	1	Neural Network (Specific Model)	11	0.829	3720	255.3561187062354	2768997	0.44	2999	914	18446		HSMG_12
T2108174001_concoct_bins_bin.101	99.79	4.27	52	20	1	2	0	Gradient Boost (General Model)	11	0.883	72975	299.12103746397696	1760086	0.3	1735	68	212411		HSMG_12
T2108174003_concoct_bins_bin.43	100.0	1.57	44	20	0	0	1	Neural Network (Specific Model)	11	0.886	23019	294.8886524822695	4218254	0.35	4230	328	134956		HSMG_12
T2108174007_maxbin2_bins_bin.56	93.45	3.04	45	17	0	0	2	Neural Network (Specific Model)	11	0.901	137879	328.5174892189746	2278098	0.57	2087	66	265569		HSMG_12
T2108174046_maxbin2_bins_bin.42	99.71	3.76	51	20	0	0	2	Neural Network (Specific Model)	11	0.889	16588	302.3632862644416	3175096	0.69	3116	362	64574		HSMG_12
T2108174066_maxbin2_bins_bin.13	94.01	4.8	57	19	1	0	0	Gradient Boost (General Model)	11	0.845	93021	290.4100628930818	1634867	0.37	1590	121	486816		HSMG_12
T2108174074_concoct_bins_bin.127	94.34	3.91	43	19	0	1	1	Neural Network (Specific Model)	11	0.868	6435	274.279324055666	2851928	0.57	3018	567	42943		HSMG_12
R_T2109198927_maxbin2_bins_bin.0	100.0	2.3	73	20	1	1	1	Neural Network (Specific Model)	11	0.876	126239	302.80024539877303	4221322	0.38	4075	151	394404		HSMG_12
T2107171966_maxbin2_bins_bin.21	94.01	4.07	32	14	0	3	3	Gradient Boost (General Model)	11	0.926	24773	321.5215719063545	6215438	0.7	5980	487	94169		HSMG_12
T2107171967_maxbin2_bins_bin.51	96.54	2.12	44	18	0	0	2	Neural Network (Specific Model)	11	0.824	14058	289.1747146619842	2396839	0.52	2278	276	102746		HSMG_12
T2107171990_concoct_bins_bin.13	99.67	0.55	41	20	1	1	1	Neural Network (Specific Model)	11	0.894	721349	273.5792079207921	925141	0.48	1010	13	721349		HSMG_12
T2107172010_concoct_bins_bin.147	99.61	3.55	33	15	0	0	2	Gradient Boost (General Model)	11	0.9	19716	279.8798767967146	1812524	0.46	1948	203	49925		HSMG_12
T2108173875_concoct_bins_bin.40	91.42	3.82	56	20	0	0	0	Gradient Boost (General Model)	11	0.901	11914	314.7378214826021	6913516	0.64	6610	763	66575		HSMG_12
T2108173902_metabat2_bins_bin.89	94.57	0.2	41	20	0	0	0	Neural Network (Specific Model)	11	0.903	105707	323.2405547584888	2240867	0.6	2091	44	313797		HSMG_12
T2108173914_metabat2_bins_bin.12	93.77	1.95	48	19	0	0	1	Neural Network (Specific Model)	11	0.927	54326	315.65518937530743	2071796	0.65	2033	84	162995		HSMG_12
T2108173968_concoct_bins_bin.5	90.96	2.92	38	18	1	0	0	Gradient Boost (General Model)	11	0.868	4518	266.97893258426967	1312189	0.43	1424	369	18835		HSMG_12
T2108173995_concoct_bins_bin.92	98.83	4.87	49	20	0	0	3	Neural Network (Specific Model)	11	0.834	11360	308.3841376015289	2320571	0.59	2093	388	52238		HSMG_12
T2108174023_concoct_bins_bin.102	97.63	4.58	47	20	0	0	2	Neural Network (Specific Model)	11	0.892	43589	323.4751724137931	1573356	0.5	1450	91	132130		HSMG_12
T2108174060_maxbin2_bins_bin.4	100.0	4.32	46	20	0	0	0	Neural Network (Specific Model)	11	0.889	246917	306.34428086070216	2729617	0.6	2649	151	600620		HSMG_12
T2108174062_maxbin2_bins_bin.124	94.9	4.14	44	19	0	0	0	Gradient Boost (General Model)	11	0.87	14638	287.22115384615387	2672458	0.6	2704	313	58900		HSMG_12
T2108174062_metabat2_bins_bin.76	90.62	0.03	40	19	1	1	1	Neural Network (Specific Model)	11	0.916	77365	331.2882703777336	545358	0.39	503	9	142516		HSMG_12
T2107171968_concoct_bins_bin.102	92.47	4.28	29	14	0	0	1	Gradient Boost (General Model)	11	0.896	3280	274.15895061728395	1782382	0.56	1944	679	16443		HSMG_12
T2107171988_concoct_bins_bin.14	99.88	0.17	41	20	1	1	1	Neural Network (Specific Model)	11	0.891	120320	274.7809330628803	910003	0.48	986	13	252223		HSMG_12
T2107172019_maxbin2_bins_bin.9	100.0	2.47	86	20	4	11	3	Gradient Boost (General Model)	11	0.779	19359	244.24445252819208	2576017	0.51	2749	691	78517		HSMG_12
T2107172026_metabat2_bins_bin.5	90.92	1.12	40	19	0	0	0	Gradient Boost (General Model)	11	0.922	6193	271.97473684210524	2095496	0.68	2375	424	26044		HSMG_12
T2108173887_maxbin2_bins_bin.76	97.45	2.02	40	19	2	2	1	Gradient Boost (General Model)	11	0.937	377973	323.5292978208232	2132031	0.55	2065	48	454493		HSMG_12
T2108173914_concoct_bins_bin.107	99.74	1.62	46	20	0	0	0	Neural Network (Specific Model)	11	0.902	163288	337.0020979020979	1601661	0.53	1430	25	514320		HSMG_12
T2108173926_metabat2_bins_bin.56	91.74	4.1	38	19	0	0	0	Gradient Boost (General Model)	11	0.904	18944	286.9634661835749	3147864	0.66	3312	289	66162		HSMG_12
T2108173949_concoct_bins_bin.20	93.43	0.16	55	20	0	0	4	Gradient Boost (General Model)	11	0.918	209797	374.955900957889	6769367	0.68	5533	55	907026		HSMG_12
T2108173999_metabat2_bins_bin.68	96.87	2.4	43	19	0	0	0	Gradient Boost (General Model)	11	0.903	11684	297.06026916325334	3367826	0.66	3418	395	38747		HSMG_12
T2108174007_metabat2_bins_bin.26	93.93	0.04	44	20	0	0	1	Neural Network (Specific Model)	11	0.897	63432	322.9114114114114	718944	0.38	666	21	88512		HSMG_12
T2108174025_maxbin2_bins_bin.16	92.22	2.65	55	20	0	1	1	Gradient Boost (General Model)	11	0.86	18525	296.905672823219	3134585	0.68	3032	407	57308		HSMG_12
T2108174050_maxbin2_bins_bin.19	99.99	4.91	53	20	1	1	1	Neural Network (Specific Model)	11	0.901	142615	303.7386098130841	3455532	0.66	3424	295	302656		HSMG_12
T2108174062_concoct_bins_bin.166	97.54	0.07	39	17	0	0	6	Neural Network (Specific Model)	11	0.84	15840	257.43193976619773	4633886	0.35	5047	428	85594		HSMG_12
R_T2109198906_maxbin2_bins_bin.7	92.86	4.95	64	20	1	1	3	Neural Network (Specific Model)	11	0.872	82714	306.2878892733564	3043259	0.4	2890	80	189599		HSMG_12
T2107171953_concoct_bins_bin.20	90.14	4.93	50	20	0	0	2	Neural Network (Specific Model)	11	0.862	9598	296.928361138371	2101820	0.64	2038	344	53885		HSMG_12
T2107171954_metabat2_bins_bin.3	91.78	0.0	32	19	0	0	0	Gradient Boost (General Model)	11	0.862	173059	311.75627906976746	1163858	0.38	1075	15	226804		HSMG_12
T2107172017_concoct_bins_bin.27	99.66	4.9	61	20	1	0	2	Neural Network (Specific Model)	11	0.915	82192	313.7735294117647	2442917	0.65	2380	89	273825		HSMG_12
T2108173867_concoct_bins_bin.29	94.84	3.86	47	19	0	0	0	Neural Network (Specific Model)	11	0.856	14699	269.38976744186044	1012527	0.52	1075	101	37910		HSMG_12
T2108173874_concoct_bins_bin.166	95.01	2.73	57	20	0	0	3	Gradient Boost (General Model)	11	0.9	133553	344.4743968871595	7360939	0.64	6425	115	297259		HSMG_12
T2108173906_concoct_bins_bin.24	99.74	0.6	37	20	1	0	1	Gradient Boost (General Model)	11	0.858	40343	293.4693446088795	1452934	0.38	1419	109	121384		HSMG_12
T2108173906_maxbin2_bins_bin.18	90.73	4.95	46	18	0	0	2	Neural Network (Specific Model)	11	0.866	9255	269.57338056680163	3685013	0.64	3952	610	43611		HSMG_12
T2108173922_concoct_bins_bin.161	95.85	0.26	43	20	1	1	1	Neural Network (Specific Model)	11	0.854	20772	274.5639165911151	1060349	0.52	1103	81	53741		HSMG_12
T2108173926_concoct_bins_bin.166	90.51	4.91	38	20	0	0	0	Gradient Boost (General Model)	11	0.897	18397	284.1712439418417	3522235	0.65	3714	303	66162		HSMG_12
T2108173929_metabat2_bins_bin.11	90.24	3.88	18	11	0	0	1	Neural Network (Specific Model)	11	0.864	12741	268.2178510998308	2197357	0.31	2364	261	53508		HSMG_12
T2108173961_concoct_bins_bin.163	94.16	0.67	44	20	1	1	2	Gradient Boost (General Model)	11	0.909	100863	364.3930921052632	1461475	0.42	1216	27	149943		HSMG_12
T2108173980_maxbin2_bins_bin.105	97.48	2.93	53	20	0	1	4	Gradient Boost (General Model)	11	0.88	8974	293.591914893617	2348986	0.57	2350	422	42134		HSMG_12
