Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source
3300027215_3	72.96	0.45	Gradient Boost (General Model)	11	0.914	6654	285.57852265673495	1507954	0.51	1611	240	26243	None	Aquatic_19300_1
3300027219_3	87.46	1.88	Gradient Boost (General Model)	11	0.935	7747	317.1914765906362	1693258	0.35	1666	243	38517	None	Aquatic_19300_1
3300027235_4	68.94	0.03	Gradient Boost (General Model)	11	0.933	7235	307.0661938534279	1251008	0.35	1269	199	38382	None	Aquatic_19300_1
3300027242_5	75.45	2.35	Gradient Boost (General Model)	11	0.951	6356	310.73990208078334	1598539	0.4	1634	272	36309	None	Aquatic_19300_1
3300027279_22	96.46	0.0	Gradient Boost (General Model)	11	0.929	32446	325.80217983651227	1924076	0.45	1835	97	83314	None	Aquatic_19300_1
3300027279_34	55.75	0.05	Gradient Boost (General Model)	11	0.899	5710	303.72102161100196	1029257	0.35	1018	188	14885	None	Aquatic_19300_1
3300027323_2	99.88	0.14	Neural Network (Specific Model)	11	0.882	120163	327.0505650258571	5802610	0.6	5221	68	340286	None	Aquatic_19300_1
3300027323_20	99.89	0.01	Neural Network (Specific Model)	11	0.9	77462	275.954439795444	1974133	0.42	2151	37	234789	None	Aquatic_19300_1
3300027323_38	75.44	0.04	Neural Network (Specific Model)	11	0.886	76982	271.0270618556701	1420454	0.41	1552	23	306099	None	Aquatic_19300_1
3300027337_3	93.56	0.55	Gradient Boost (General Model)	11	0.918	14251	360.7092013888889	4069804	0.44	3456	374	55146	None	Aquatic_19300_1
3300027416_1	80.42	3.08	Neural Network (Specific Model)	11	0.921	8105	274.2163410301954	2506838	0.56	2815	359	25926	None	Aquatic_19300_1
3300027492_6	80.66	4.52	Gradient Boost (General Model)	11	0.91	7608	335.7893203883495	3414738	0.61	3090	504	38943	None	Aquatic_19300_1
3300027589_15	64.57	0.1	Neural Network (Specific Model)	11	0.945	8298	286.93534002229654	815922	0.38	897	112	31927	None	Aquatic_19300_1
3300027596_5	91.85	1.23	Gradient Boost (General Model)	11	0.953	9660	338.9210134128167	2143200	0.46	2013	276	35168	None	Aquatic_19300_1
3300027607_27	87.29	0.02	Gradient Boost (General Model)	11	0.898	416788	312.27338782924613	4590006	0.61	4404	15	821670	None	Aquatic_19300_1
3300027677_10	90.95	1.16	Gradient Boost (General Model)	11	0.903	13277	315.48722986247543	2662995	0.47	2545	260	61713	None	Aquatic_19300_1
3300027677_4	91.32	8.29	Gradient Boost (General Model)	11	0.859	23970	283.03078938748774	3015858	0.57	3053	205	87488	None	Aquatic_19300_1
3300027699_10	88.05	3.53	Gradient Boost (General Model)	11	0.927	23332	319.20030757400997	2680170	0.53	2601	171	147543	None	Aquatic_19300_1
3300027721_4	78.92	4.85	Gradient Boost (General Model)	11	0.872	7531	281.94660370504903	2666939	0.6	2753	390	35981	None	Aquatic_19300_1
3300027728_22	93.31	0.32	Gradient Boost (General Model)	11	0.911	14489	332.71383746470036	3483276	0.43	3187	305	64642	None	Aquatic_19300_1
3300027732_37	65.94	2.4	Neural Network (Specific Model)	11	0.946	7627	268.11799163179916	1014026	0.39	1195	150	29991	None	Aquatic_19300_1
3300027744_50	54.6	1.21	Neural Network (Specific Model)	11	0.944	6145	273.34831460674155	694320	0.49	801	120	27683	None	Aquatic_19300_1
3300027770_21	69.64	1.52	Gradient Boost (General Model)	11	0.937	10221	339.52884210526315	2573690	0.52	2375	299	45224	None	Aquatic_19300_1
3300027770_28	59.37	1.45	Gradient Boost (General Model)	11	0.914	5305	275.48850325379607	2080902	0.62	2305	401	24759	None	Aquatic_19300_1
3300027777_49	70.85	1.0	Neural Network (Specific Model)	11	0.915	8843	280.37461538461537	1194245	0.44	1300	165	24460	None	Aquatic_19300_1
3300027791_13	90.46	3.88	Gradient Boost (General Model)	11	0.881	21423	303.30173482032217	3328572	0.48	3228	247	78299	None	Aquatic_19300_1
3300027792_19	94.9	0.9	Neural Network (Specific Model)	11	0.91	19486	294.25360954174516	1542749	0.37	1593	118	87665	None	Aquatic_19300_1
3300027793_39	82.79	0.46	Neural Network (Specific Model)	11	0.903	23522	309.5915977961433	1489509	0.49	1452	89	62543	None	Aquatic_19300_1
3300027800_18	95.54	1.33	Neural Network (Specific Model)	11	0.883	100933	324.40247678018574	3909444	0.65	3553	91	309045	None	Aquatic_19300_1
3300027800_23	72.38	2.54	Gradient Boost (General Model)	11	0.923	7380	337.885201793722	3667491	0.54	3345	546	31287	None	Aquatic_19300_1
3300027800_51	98.44	0.68	Gradient Boost (General Model)	11	0.898	60977	307.5172239108409	2022472	0.54	1974	55	145267	None	Aquatic_19300_1
3300027804_19	96.73	0.93	Gradient Boost (General Model)	11	0.91	36778	300.8216276477146	2662926	0.55	2691	117	140513	None	Aquatic_19300_1
3300027804_59	70.98	2.13	Gradient Boost (General Model)	11	0.959	8996	290.55507745266783	1054279	0.5	1162	133	43768	None	Aquatic_19300_1
3300027815_20	96.19	4.15	Gradient Boost (General Model)	11	0.856	65577	267.89812530833746	3798500	0.51	4054	99	217610	None	Aquatic_19300_1
3300027815_55	89.88	0.5	Gradient Boost (General Model)	11	0.943	38213	343.8566912539515	2071458	0.64	1898	82	142998	None	Aquatic_19300_1
3300027815_71	80.4	4.84	Gradient Boost (General Model)	11	0.961	9023	310.0766621438263	1421982	0.52	1474	181	45315	None	Aquatic_19300_1
3300027815_83	95.5	1.49	Gradient Boost (General Model)	11	0.934	52646	302.57004830917873	1204180	0.38	1242	45	120426	None	Aquatic_19300_1
3300027815_92	82.83	1.44	Gradient Boost (General Model)	11	0.935	113644	297.6308784383319	1072694	0.41	1127	21	201777	None	Aquatic_19300_1
3300027819_117	94.02	1.08	Gradient Boost (General Model)	11	0.888	9641	270.30396475770925	1034629	0.56	1135	128	40205	None	Aquatic_19300_1
3300027819_119	76.78	0.1	Gradient Boost (General Model)	11	0.889	8490	247.67551622418878	848079	0.37	1017	122	20120	None	Aquatic_19300_1
3300027819_146	79.38	1.89	Gradient Boost (General Model)	11	0.921	5954	232.85585585585585	839853	0.34	1110	152	17196	None	Aquatic_19300_1
3300027819_165	77.55	0.55	Gradient Boost (General Model)	11	0.925	720911	302.94972826086956	720911	0.37	736	1	720911	None	Aquatic_19300_1
3300027819_35	99.88	1.08	Neural Network (Specific Model)	11	0.873	44021	289.43011647254576	3580415	0.63	3606	114	137015	None	Aquatic_19300_1
3300027892_57	59.98	0.15	Gradient Boost (General Model)	11	0.898	5433	305.6582388840453	1168072	0.43	1147	218	19916	None	Aquatic_19300_1
3300027896_24	90.06	0.88	Gradient Boost (General Model)	11	0.893	26845	364.3149186763881	4359693	0.64	3566	253	103908	None	Aquatic_19300_1
3300027896_51	84.16	1.01	Gradient Boost (General Model)	11	0.896	7277	315.3455598455598	2729621	0.63	2590	403	30717	None	Aquatic_19300_1
3300027896_56	92.57	0.12	Gradient Boost (General Model)	11	0.897	49493	317.9243527508091	2623188	0.54	2472	83	184166	None	Aquatic_19300_1
3300027896_58	63.41	0.65	Gradient Boost (General Model)	11	0.928	7629	360.7833729216152	2453488	0.56	2105	354	23472	None	Aquatic_19300_1
3300027933_2	99.7	1.79	Neural Network (Specific Model)	11	0.888	15887	262.288850174216	2528443	0.35	2870	228	85982	None	Aquatic_19300_1
3300027970_29	99.07	1.55	Gradient Boost (General Model)	11	0.913	61110	339.9633027522936	2918226	0.42	2616	85	135499	None	Aquatic_19300_1
3300027970_55	94.39	1.47	Gradient Boost (General Model)	11	0.898	99098	313.70665322580646	1038008	0.38	992	22	152418	None	Aquatic_19300_1
3300027971_11	69.01	1.79	Gradient Boost (General Model)	11	0.893	7551	305.9918831168831	2528501	0.62	2464	372	43092	None	Aquatic_19300_1
3300027972_3	89.06	4.19	Gradient Boost (General Model)	11	0.853	60610	303.9841838257237	3577568	0.6	3351	103	157070	None	Aquatic_19300_1
3300028114_32	80.48	0.33	Gradient Boost (General Model)	11	0.943	8901	320.2715277777778	1463836	0.57	1440	186	45273	None	Aquatic_19300_1
3300028177_18	83.09	1.07	Gradient Boost (General Model)	11	0.897	15256	296.30882352941177	1479670	0.43	1496	130	55945	None	Aquatic_19300_1
3300028188_14	94.91	0.32	Gradient Boost (General Model)	11	0.938	157323	318.68171021377674	2141765	0.65	2105	41	236608	None	Aquatic_19300_1
3300028553_102	60.99	0.25	Neural Network (Specific Model)	11	0.888	45430	292.42356687898086	309990	0.35	314	11	86364	None	Aquatic_19300_1
3300028553_46	78.65	2.87	Neural Network (Specific Model)	11	0.946	13610	291.47027840481564	1225575	0.39	1329	130	56803	None	Aquatic_19300_1
3300028553_57	94.93	0.29	Gradient Boost (General Model)	11	0.899	55514	314.38125	1005427	0.38	960	25	165482	None	Aquatic_19300_1
3300028569_25	98.77	0.26	Gradient Boost (General Model)	11	0.909	78955	347.5695754716981	3884900	0.43	3392	83	191070	None	Aquatic_19300_1
3300028569_57	76.18	1.24	Neural Network (Specific Model)	11	0.924	138286	301.68125	1720891	0.44	1760	38	467090	None	Aquatic_19300_1
3300028569_59	82.53	0.12	Neural Network (Specific Model)	11	0.95	15921	297.4988009592326	1561407	0.54	1668	146	93080	None	Aquatic_19300_1
3300029902_7	100.0	4.16	Neural Network (Specific Model)	11	0.844	18520	280.29439609100626	6514753	0.49	6549	509	89078	None	Aquatic_19300_1
3300000154_24	62.79	0.07	Gradient Boost (General Model)	11	0.938	18387	320.37931034482756	859155	0.37	841	57	49243	None	Aquatic_19300_1
3300000158_14	59.09	0.19	Neural Network (Specific Model)	11	0.942	14284	349.8091809180918	1235251	0.44	1111	104	57223	None	Aquatic_19300_1
3300000228_15	93.31	1.51	Gradient Boost (General Model)	11	0.904	18525	346.497000856898	2679218	0.32	2334	206	154825	None	Aquatic_19300_1
3300000352_1	99.58	0.38	Neural Network (Specific Model)	11	0.907	74166	303.13977613977613	3663925	0.6	3663	88	240299	None	Aquatic_19300_1
3300000365_13	56.01	3.16	Gradient Boost (General Model)	11	0.864	4551	309.901051105473	2961711	0.62	2759	636	18092	None	Aquatic_19300_1
3300000463_1	79.7	8.5	Gradient Boost (General Model)	11	0.894	7451	299.34038564542044	3746555	0.6	3734	565	26547	None	Aquatic_19300_1
3300000563_61	60.26	2.67	Gradient Boost (General Model)	11	0.909	10582	343.942464040025	1811006	0.45	1599	221	37405	None	Aquatic_19300_1
3300001419_15	94.4	0.67	Gradient Boost (General Model)	11	0.943	14258	278.6493889591235	2093102	0.51	2373	206	105383	None	Aquatic_19300_1
3300001419_9	82.51	1.76	Neural Network (Specific Model)	11	0.902	8080	280.7148160647992	2761235	0.56	2963	389	31874	None	Aquatic_19300_1
3300001547_5	85.62	0.72	Gradient Boost (General Model)	11	0.94	11615	311.2380497131931	2071733	0.66	2092	231	51961	None	Aquatic_19300_1
3300001683_30	94.28	0.66	Gradient Boost (General Model)	11	0.921	63882	319.33964451313756	2685279	0.53	2588	87	168869	None	Aquatic_19300_1
3300003689_1	100.0	0.28	Neural Network (Specific Model)	11	0.835	39256	335.3422680412371	4665622	0.49	3880	161	133193	None	Aquatic_19300_1
3300003894_16	87.02	2.98	Gradient Boost (General Model)	11	0.93	15140	360.1385410996189	4259445	0.47	3674	385	75104	None	Aquatic_19300_1
3300005067_9	73.15	0.64	Gradient Boost (General Model)	11	0.901	6340	291.65344101123594	2759721	0.67	2848	450	20763	None	Aquatic_19300_1
3300005298_2	90.55	5.47	Gradient Boost (General Model)	11	0.92	23110	325.10711365494683	3879362	0.52	3669	237	65058	None	Aquatic_19300_1
3300005298_24	76.68	1.65	Neural Network (Specific Model)	11	0.871	10386	269.35645604395603	1347950	0.38	1456	170	60569	None	Aquatic_19300_1
3300005298_5	99.08	0.43	Gradient Boost (General Model)	11	0.957	103988	348.86514433433865	2533078	0.38	2321	43	391600	None	Aquatic_19300_1
3300005647_15	83.25	1.35	Gradient Boost (General Model)	11	0.935	33868	331.5738575982997	1996837	0.39	1882	87	119811	None	Aquatic_19300_1
3300005838_35	63.88	2.36	Gradient Boost (General Model)	11	0.942	13428	313.1449275362319	1442363	0.65	1449	138	51394	None	Aquatic_19300_1
3300006083_5	78.4	3.3	Gradient Boost (General Model)	11	0.949	8951	344.9341935483871	1687388	0.37	1550	231	36903	None	Aquatic_19300_1
3300010157_41	87.71	4.52	Gradient Boost (General Model)	11	0.956	17685	293.02543006731486	1226253	0.5	1337	106	71144	None	Aquatic_19300_1
3300010160_33	92.14	0.45	Gradient Boost (General Model)	11	0.946	10478	300.0568079350766	2106358	0.57	2218	248	36920	None	Aquatic_19300_1
3300010368_17	76.86	5.86	Gradient Boost (General Model)	11	0.907	10726	264.3645200486027	2151650	0.32	2469	260	45886	None	Aquatic_19300_1
3300010368_33	79.01	0.56	Neural Network (Specific Model)	11	0.952	30189	308.4163197335554	1164205	0.48	1201	76	105622	None	Aquatic_19300_1
3300011185_8	71.31	1.17	Neural Network (Specific Model)	11	0.911	7657	294.17401045556386	2590548	0.56	2678	384	34439	None	Aquatic_19300_1
3300011187_11	88.37	1.64	Neural Network (Specific Model)	11	0.917	12906	296.71332296526697	1869323	0.48	1929	197	48108	None	Aquatic_19300_1
3300011189_6	86.66	1.83	Neural Network (Specific Model)	11	0.854	15026	342.32960325534077	3538931	0.45	2949	319	60266	None	Aquatic_19300_1
3300012027_6	68.67	0.0	Neural Network (Specific Model)	11	0.878	48972	282.3420180009474	2035080	0.67	2111	85	127916	None	Aquatic_19300_1
3300012033_7	57.83	0.92	Neural Network (Specific Model)	11	0.895	5559	261.08070054945057	2542508	0.65	2912	473	22085	None	Aquatic_19300_1
3300012106_7	66.55	0.24	Neural Network (Specific Model)	11	0.882	27107	280.3596214511041	1811934	0.68	1902	120	72795	None	Aquatic_19300_1
3300012106_8	57.8	1.14	Gradient Boost (General Model)	11	0.879	4848	275.6368360277136	1626633	0.64	1732	335	27030	None	Aquatic_19300_1
3300012118_5	70.58	0.0	Neural Network (Specific Model)	11	0.877	47396	281.20808174640035	2069844	0.67	2153	91	127960	None	Aquatic_19300_1
3300012267_2	96.18	3.33	Neural Network (Specific Model)	11	0.883	27365	270.2982148083114	3135113	0.67	3417	169	96034	None	Aquatic_19300_1
3300012267_5	88.83	0.04	Neural Network (Specific Model)	11	0.928	74673	330.8362454286875	2625342	0.52	2461	78	163141	None	Aquatic_19300_1
3300013010_21	73.79	2.62	Gradient Boost (General Model)	11	0.952	9288	337.7373678025852	1807641	0.51	1702	225	62120	None	Aquatic_19300_1
3300013131_31	85.25	0.02	Neural Network (Specific Model)	11	0.842	12171	281.72552083333335	3849389	0.42	3840	413	54106	None	Aquatic_19300_1
3300013131_36	88.05	4.74	Gradient Boost (General Model)	11	0.936	30128	360.2114125350795	3695458	0.67	3207	183	113053	None	Aquatic_19300_1
3300013131_38	90.02	1.08	Gradient Boost (General Model)	11	0.907	35289	371.72279333569657	3465326	0.44	2821	146	193718	None	Aquatic_19300_1
3300013131_43	85.55	0.4	Neural Network (Specific Model)	11	0.875	26621	311.1223135271808	3368018	0.51	3164	182	70602	None	Aquatic_19300_1
3300013132_72	75.88	1.49	Gradient Boost (General Model)	11	0.872	6293	289.0327029156816	2516138	0.53	2538	423	24024	None	Aquatic_19300_1
3300013132_98	78.32	2.0	Gradient Boost (General Model)	11	0.876	6738	277.45250800426896	1776521	0.42	1874	277	60468	None	Aquatic_19300_1
3300013137_108	89.45	1.12	Gradient Boost (General Model)	11	0.895	36119	306.5703500343171	1492672	0.54	1457	68	84147	None	Aquatic_19300_1
3300013137_165	97.47	3.94	Gradient Boost (General Model)	11	0.889	71090	278.7773195876289	910535	0.45	970	24	131654	None	Aquatic_19300_1
3300013137_173	94.4	0.13	Gradient Boost (General Model)	11	0.877	17338	296.8310023310023	870698	0.57	858	77	70731	None	Aquatic_19300_1
3300013137_190	84.18	0.14	Gradient Boost (General Model)	11	0.935	31723	289.9658703071672	813528	0.45	879	41	77168	None	Aquatic_19300_1
3300013137_197	63.2	0.57	Gradient Boost (General Model)	11	0.946	10369	297.4877102199224	727015	0.51	773	87	32104	None	Aquatic_19300_1
3300013137_224	79.71	1.15	Neural Network (Specific Model)	11	0.93	11364	258.0563035495716	677366	0.45	817	76	42112	None	Aquatic_19300_1
3300013137_289	59.49	0.11	Neural Network (Specific Model)	11	0.916	24220	279.8351409978308	421389	0.43	461	22	72714	None	Aquatic_19300_1
3300013137_54	85.59	0.4	Gradient Boost (General Model)	11	0.943	11978	354.1881390593047	2749426	0.51	2445	293	45273	None	Aquatic_19300_1
3300014203_20	80.88	2.68	Neural Network (Specific Model)	11	0.916	16539	335.6720430107527	2245387	0.38	2046	194	63538	None	Aquatic_19300_1
3300014208_116	58.38	0.3	Gradient Boost (General Model)	11	0.881	304138	324.76431718061673	1003226	0.45	908	5	338296	None	Aquatic_19300_1
3300014208_190	70.56	0.33	Gradient Boost (General Model)	11	0.892	5846	231.4878444084279	479723	0.55	617	85	14770	None	Aquatic_19300_1
3300014914_20	83.49	2.15	Neural Network (Specific Model)	11	0.903	15901	276.9584376564847	1831109	0.4	1997	158	83501	None	Aquatic_19300_1
3300014914_37	66.42	0.83	Neural Network (Specific Model)	11	0.884	5991	235.16929133858267	1211228	0.44	1524	214	17640	None	Aquatic_19300_1
3300014957_3	89.21	0.51	Neural Network (Specific Model)	11	0.954	13277	296.58340180772393	1131508	0.44	1217	113	35829	None	Aquatic_19300_1
3300014957_4	89.8	0.01	Neural Network (Specific Model)	11	0.958	12243	282.8676607642125	948153	0.3	1073	97	31327	None	Aquatic_19300_1
3300015360_115	68.5	0.05	Neural Network (Specific Model)	11	0.901	11145	311.6189624329159	1157125	0.41	1118	121	40096	None	Aquatic_19300_1
3300017399_1	97.46	1.78	Gradient Boost (General Model)	11	0.878	65777	331.05433070866144	2866206	0.44	2540	70	210712	None	Aquatic_19300_1
3300017470_14	98.16	0.5	Gradient Boost (General Model)	11	0.88	17679	308.65553539019965	2891435	0.59	2755	241	67259	None	Aquatic_19300_1
3300017473_19	96.5	0.66	Gradient Boost (General Model)	11	0.934	46818	298.08438061041295	1595169	0.6	1671	77	127249	None	Aquatic_19300_1
3300017494_22	61.55	1.25	Gradient Boost (General Model)	11	0.841	7948	274.7116538131962	2284550	0.4	2334	319	29270	None	Aquatic_19300_1
3300017494_32	86.25	0.45	Gradient Boost (General Model)	11	0.887	43789	295.2661343978709	1500092	0.27	1503	48	111843	None	Aquatic_19300_1
3300017532_43	96.36	1.92	Gradient Boost (General Model)	11	0.91	22869	327.9503518373729	2759887	0.45	2558	189	145689	None	Aquatic_19300_1
3300017532_66	83.09	0.51	Neural Network (Specific Model)	11	0.945	8904	296.5485564304462	1787265	0.37	1905	232	31231	None	Aquatic_19300_1
3300017957_34	61.96	0.98	Gradient Boost (General Model)	11	0.935	5043	320.367816091954	1696362	0.49	1653	344	14031	None	Aquatic_19300_1
3300018034_7	90.95	4.75	Gradient Boost (General Model)	11	0.861	11536	284.1544468546638	2278671	0.5	2305	240	48988	None	Aquatic_19300_1
3300018057_22	94.58	2.86	Gradient Boost (General Model)	11	0.913	30131	347.3334661354582	2859913	0.63	2510	139	100347	None	Aquatic_19300_1
3300018414_8	49.57	2.42	Neural Network (Specific Model)	11	0.894	6546	293.85276073619633	2248765	0.44	2282	376	22122	None	Aquatic_19300_1
3300020055_21	100.0	0.23	Neural Network (Specific Model)	11	0.941	80964	292.98706896551727	2157614	0.69	2320	56	167353	None	Aquatic_19300_1
3300020139_37	94.63	0.0	Gradient Boost (General Model)	11	0.901	37843	290.09928151534945	1469959	0.66	1531	63	83122	None	Aquatic_19300_1
3300020139_55	64.92	1.26	Gradient Boost (General Model)	11	0.785	5099	236.08476394849785	838703	0.35	932	167	14273	None	Aquatic_19300_1
3300020145_12	96.04	3.65	Neural Network (Specific Model)	11	0.898	25639	254.23720025923527	1308258	0.37	1543	85	74157	None	Aquatic_19300_1
3300020196_48	100.0	0.2	Gradient Boost (General Model)	11	0.943	211545	347.2468703054582	2203029	0.41	1997	39	419229	None	Aquatic_19300_1
3300020197_31	64.71	0.19	Neural Network (Specific Model)	11	0.905	88125	398.74220755408874	3599100	0.61	2727	71	314275	None	Aquatic_19300_1
3300020197_44	91.01	0.02	Neural Network (Specific Model)	11	0.871	17602	268.79683794466405	2335836	0.48	2530	186	76979	None	Aquatic_19300_1
3300020219_21	95.48	0.01	Neural Network (Specific Model)	11	0.9	28190	335.46615335258264	3477360	0.45	3117	184	109710	None	Aquatic_19300_1
